Requisition ID,Status,Created By,Last Updated By,Created Date,Last Updated Date,Submitted On
628,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:40:22-08:00,2010-03-02T10:40:22-08:00,2010-03-01T16:03:24-08:00
618,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:40:33-08:00,2010-03-02T10:40:33-08:00,2010-03-01T16:00:22-08:00
626,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:40:51-08:00,2010-03-02T10:40:51-08:00,2010-03-01T16:02:59-08:00
619,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:41:10-08:00,2010-03-02T10:41:10-08:00,2010-03-01T16:00:32-08:00
615,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:41:20-08:00,2010-03-02T10:41:20-08:00,2010-03-01T15:59:48-08:00
620,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:41:30-08:00,2010-03-02T10:41:30-08:00,2010-03-01T16:00:43-08:00
617,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:41:53-08:00,2010-03-02T10:41:53-08:00,2010-03-01T16:00:09-08:00
612,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:42:06-08:00,2010-03-02T10:42:06-08:00,2010-03-01T15:59:19-08:00
614,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:43:56-08:00,2010-03-02T10:43:56-08:00,2010-03-01T15:59:39-08:00
611,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:44:05-08:00,2010-03-02T10:44:05-08:00,2010-03-01T15:59:10-08:00
613,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:44:15-08:00,2010-03-02T10:44:15-08:00,2010-03-01T15:59:29-08:00
608,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:44:27-08:00,2010-03-02T10:44:27-08:00,2010-03-01T15:58:36-08:00
606,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:44:37-08:00,2010-03-02T10:44:37-08:00,2010-03-01T15:58:15-08:00
607,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:44:48-08:00,2010-03-02T10:44:48-08:00,2010-03-01T15:58:26-08:00
616,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:44:58-08:00,2010-03-02T10:44:58-08:00,2010-03-01T15:59:58-08:00
610,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:45:08-08:00,2010-03-02T10:45:08-08:00,2010-03-01T15:58:59-08:00
609,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:45:19-08:00,2010-03-02T10:45:19-08:00,2010-03-01T15:58:48-08:00
602,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:45:29-08:00,2010-03-02T10:45:29-08:00,2010-03-01T15:57:33-08:00
605,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:45:39-08:00,2010-03-02T10:45:39-08:00,2010-03-01T15:58:05-08:00
600,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:45:48-08:00,2010-03-02T10:45:48-08:00,2010-03-01T15:57:14-08:00
604,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:45:58-08:00,2010-03-02T10:45:58-08:00,2010-03-01T15:57:53-08:00
603,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:46:08-08:00,2010-03-02T10:46:08-08:00,2010-03-01T15:57:43-08:00
598,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:46:41-08:00,2010-03-02T10:46:41-08:00,2010-03-01T15:56:53-08:00
596,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:46:52-08:00,2010-03-02T10:46:52-08:00,2010-03-01T15:56:34-08:00
597,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:47:02-08:00,2010-03-02T10:47:02-08:00,2010-03-01T15:56:43-08:00
595,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:47:12-08:00,2010-03-02T10:47:12-08:00,2010-03-01T15:56:24-08:00
601,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:47:22-08:00,2010-03-02T10:47:22-08:00,2010-03-01T15:57:24-08:00
599,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:47:33-08:00,2010-03-02T10:47:33-08:00,2010-03-01T15:57:03-08:00
594,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:47:42-08:00,2010-03-02T10:47:42-08:00,2010-03-01T15:56:14-08:00
593,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:47:52-08:00,2010-03-02T10:47:52-08:00,2010-03-01T15:56:05-08:00
590,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:48:00-08:00,2010-03-02T10:48:00-08:00,2010-03-01T15:55:35-08:00
592,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:48:10-08:00,2010-03-02T10:48:10-08:00,2010-03-01T15:55:54-08:00
591,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:48:43-08:00,2010-03-02T10:48:43-08:00,2010-03-01T15:55:45-08:00
589,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:48:53-08:00,2010-03-02T10:48:53-08:00,2010-03-01T15:55:22-08:00
588,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:49:03-08:00,2010-03-02T10:49:03-08:00,2010-03-01T15:55:11-08:00
587,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:49:12-08:00,2010-03-02T10:49:12-08:00,2010-03-01T15:52:21-08:00
586,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:49:34-08:00,2010-03-02T10:49:34-08:00,2010-03-01T15:52:07-08:00
585,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:49:43-08:00,2010-03-02T10:49:43-08:00,2010-03-01T15:51:57-08:00
581,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:49:53-08:00,2010-03-02T10:49:53-08:00,2010-03-01T15:49:10-08:00
584,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:50:03-08:00,2010-03-02T10:50:03-08:00,2010-03-01T15:51:47-08:00
551,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:50:13-08:00,2010-03-02T10:50:13-08:00,2010-03-01T15:48:46-08:00
583,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:50:24-08:00,2010-03-02T10:50:24-08:00,2010-03-01T15:49:22-08:00
804,pending_approval,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:55:12-08:00,2010-03-02T10:55:12-08:00,2010-03-02T10:55:12-08:00
804,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-02T10:55:14-08:00,2010-03-02T10:55:14-08:00,2010-03-02T10:55:12-08:00
745,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:03:37-08:00,2010-03-02T11:03:37-08:00,2010-03-02T11:03:37-08:00
805,cart,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:03:38-08:00,2010-03-02T11:03:38-08:00,2010-03-02T11:05:06-08:00
805,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:05:06-08:00,2010-03-02T11:05:06-08:00,2010-03-02T11:05:06-08:00
806,cart,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:05:08-08:00,2010-03-02T11:05:08-08:00,2010-03-08T14:06:40-08:00
807,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:05:17-08:00,2010-03-02T11:05:17-08:00,2010-03-02T11:05:17-08:00
808,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:05:27-08:00,2010-03-02T11:05:27-08:00,2010-03-02T11:05:27-08:00
809,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:05:37-08:00,2010-03-02T11:05:37-08:00,2010-03-02T11:05:37-08:00
810,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:05:48-08:00,2010-03-02T11:05:48-08:00,2010-03-02T11:05:48-08:00
811,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:05:58-08:00,2010-03-02T11:05:58-08:00,2010-03-02T11:05:58-08:00
812,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:06:07-08:00,2010-03-02T11:06:07-08:00,2010-03-02T11:06:07-08:00
813,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:06:21-08:00,2010-03-02T11:06:21-08:00,2010-03-02T11:06:21-08:00
814,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:06:33-08:00,2010-03-02T11:06:33-08:00,2010-03-02T11:06:33-08:00
815,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:06:42-08:00,2010-03-02T11:06:42-08:00,2010-03-02T11:06:42-08:00
816,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:06:51-08:00,2010-03-02T11:06:51-08:00,2010-03-02T11:06:51-08:00
817,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:07:01-08:00,2010-03-02T11:07:01-08:00,2010-03-02T11:07:01-08:00
818,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:07:13-08:00,2010-03-02T11:07:13-08:00,2010-03-02T11:07:13-08:00
819,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:07:23-08:00,2010-03-02T11:07:23-08:00,2010-03-02T11:07:23-08:00
820,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:07:49-08:00,2010-03-02T11:07:49-08:00,2010-03-02T11:07:49-08:00
821,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:08:35-08:00,2010-03-02T11:08:35-08:00,2010-03-02T11:08:35-08:00
822,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:08:44-08:00,2010-03-02T11:08:44-08:00,2010-03-02T11:08:44-08:00
823,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:08:53-08:00,2010-03-02T11:08:53-08:00,2010-03-02T11:08:53-08:00
824,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:09:03-08:00,2010-03-02T11:09:03-08:00,2010-03-02T11:09:03-08:00
825,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:09:36-08:00,2010-03-02T11:09:36-08:00,2010-03-02T11:09:36-08:00
826,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:09:48-08:00,2010-03-02T11:09:48-08:00,2010-03-02T11:09:48-08:00
827,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:09:57-08:00,2010-03-02T11:09:57-08:00,2010-03-02T11:09:57-08:00
828,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:10:12-08:00,2010-03-02T11:10:12-08:00,2010-03-02T11:10:12-08:00
829,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:10:21-08:00,2010-03-02T11:10:21-08:00,2010-03-02T11:10:21-08:00
830,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:10:51-08:00,2010-03-02T11:10:51-08:00,2010-03-02T11:10:51-08:00
831,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:11:01-08:00,2010-03-02T11:11:01-08:00,2010-03-02T11:11:01-08:00
832,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:11:09-08:00,2010-03-02T11:11:09-08:00,2010-03-02T11:11:09-08:00
833,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:11:41-08:00,2010-03-02T11:11:41-08:00,2010-03-02T11:11:41-08:00
834,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:11:51-08:00,2010-03-02T11:11:51-08:00,2010-03-02T11:11:51-08:00
835,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:12:03-08:00,2010-03-02T11:12:03-08:00,2010-03-02T11:12:03-08:00
836,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:12:17-08:00,2010-03-02T11:12:17-08:00,2010-03-02T11:12:17-08:00
837,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:12:26-08:00,2010-03-02T11:12:26-08:00,2010-03-02T11:12:26-08:00
838,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:12:37-08:00,2010-03-02T11:12:37-08:00,2010-03-02T11:12:37-08:00
839,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:12:47-08:00,2010-03-02T11:12:47-08:00,2010-03-02T11:12:47-08:00
840,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:12:56-08:00,2010-03-02T11:12:56-08:00,2010-03-02T11:12:56-08:00
841,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:13:08-08:00,2010-03-02T11:13:08-08:00,2010-03-02T11:13:08-08:00
842,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:13:18-08:00,2010-03-02T11:13:18-08:00,2010-03-02T11:13:18-08:00
843,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:13:58-08:00,2010-03-02T11:13:58-08:00,2010-03-02T11:13:58-08:00
844,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:14:08-08:00,2010-03-02T11:14:08-08:00,2010-03-02T11:14:08-08:00
845,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:14:32-08:00,2010-03-02T11:14:32-08:00,2010-03-02T11:14:32-08:00
846,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:14:41-08:00,2010-03-02T11:14:41-08:00,2010-03-02T11:14:41-08:00
847,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:14:51-08:00,2010-03-02T11:14:51-08:00,2010-03-02T11:14:51-08:00
848,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:15:01-08:00,2010-03-02T11:15:01-08:00,2010-03-02T11:15:01-08:00
849,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:15:12-08:00,2010-03-02T11:15:12-08:00,2010-03-02T11:15:12-08:00
850,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:18:29-08:00,2010-03-02T11:18:29-08:00,2010-03-02T11:18:29-08:00
851,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:18:38-08:00,2010-03-02T11:18:38-08:00,2010-03-02T11:18:38-08:00
852,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:18:47-08:00,2010-03-02T11:18:47-08:00,2010-03-02T11:18:47-08:00
853,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:18:57-08:00,2010-03-02T11:18:57-08:00,2010-03-02T11:18:57-08:00
854,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:19:07-08:00,2010-03-02T11:19:07-08:00,2010-03-02T11:19:07-08:00
855,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:29:17-08:00,2010-03-02T11:29:17-08:00,2010-03-02T11:29:17-08:00
856,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:29:27-08:00,2010-03-02T11:29:27-08:00,2010-03-02T11:29:27-08:00
857,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:29:37-08:00,2010-03-02T11:29:37-08:00,2010-03-02T11:29:37-08:00
858,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:29:46-08:00,2010-03-02T11:29:46-08:00,2010-03-02T11:29:46-08:00
859,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:29:56-08:00,2010-03-02T11:29:56-08:00,2010-03-02T11:29:56-08:00
860,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:30:07-08:00,2010-03-02T11:30:07-08:00,2010-03-02T11:30:07-08:00
861,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:30:16-08:00,2010-03-02T11:30:16-08:00,2010-03-02T11:30:16-08:00
862,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:30:26-08:00,2010-03-02T11:30:26-08:00,2010-03-02T11:30:26-08:00
863,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:30:38-08:00,2010-03-02T11:30:38-08:00,2010-03-02T11:30:38-08:00
864,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:30:47-08:00,2010-03-02T11:30:47-08:00,2010-03-02T11:30:47-08:00
865,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:30:56-08:00,2010-03-02T11:30:56-08:00,2010-03-02T11:30:56-08:00
866,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:31:06-08:00,2010-03-02T11:31:06-08:00,2010-03-02T11:31:06-08:00
867,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:31:17-08:00,2010-03-02T11:31:17-08:00,2010-03-02T11:31:17-08:00
868,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:31:27-08:00,2010-03-02T11:31:27-08:00,2010-03-02T11:31:27-08:00
869,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:31:37-08:00,2010-03-02T11:31:37-08:00,2010-03-02T11:31:37-08:00
870,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:32:29-08:00,2010-03-02T11:32:29-08:00,2010-03-02T11:32:29-08:00
871,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:32:39-08:00,2010-03-02T11:32:39-08:00,2010-03-02T11:32:39-08:00
872,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:32:50-08:00,2010-03-02T11:32:50-08:00,2010-03-02T11:32:50-08:00
873,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:33:02-08:00,2010-03-02T11:33:02-08:00,2010-03-02T11:33:02-08:00
874,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:33:14-08:00,2010-03-02T11:33:14-08:00,2010-03-02T11:33:14-08:00
875,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:33:25-08:00,2010-03-02T11:33:25-08:00,2010-03-02T11:33:25-08:00
876,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:33:38-08:00,2010-03-02T11:33:38-08:00,2010-03-02T11:33:38-08:00
877,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:33:49-08:00,2010-03-02T11:33:49-08:00,2010-03-02T11:33:49-08:00
878,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:33:59-08:00,2010-03-02T11:33:59-08:00,2010-03-02T11:33:59-08:00
879,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:34:09-08:00,2010-03-02T11:34:09-08:00,2010-03-02T11:34:09-08:00
880,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:34:20-08:00,2010-03-02T11:34:20-08:00,2010-03-02T11:34:20-08:00
881,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:34:30-08:00,2010-03-02T11:34:30-08:00,2010-03-02T11:34:30-08:00
882,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:34:40-08:00,2010-03-02T11:34:40-08:00,2010-03-02T11:34:40-08:00
883,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:34:50-08:00,2010-03-02T11:34:50-08:00,2010-03-02T11:34:50-08:00
884,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:35:02-08:00,2010-03-02T11:35:02-08:00,2010-03-02T11:35:02-08:00
885,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:35:12-08:00,2010-03-02T11:35:12-08:00,2010-03-02T11:35:12-08:00
886,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:35:22-08:00,2010-03-02T11:35:22-08:00,2010-03-02T11:35:22-08:00
887,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:35:33-08:00,2010-03-02T11:35:33-08:00,2010-03-02T11:35:33-08:00
888,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:35:44-08:00,2010-03-02T11:35:44-08:00,2010-03-02T11:35:44-08:00
889,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:35:56-08:00,2010-03-02T11:35:56-08:00,2010-03-02T11:35:56-08:00
890,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:36:07-08:00,2010-03-02T11:36:07-08:00,2010-03-02T11:36:07-08:00
891,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:36:17-08:00,2010-03-02T11:36:17-08:00,2010-03-02T11:36:17-08:00
892,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:36:28-08:00,2010-03-02T11:36:28-08:00,2010-03-02T11:36:28-08:00
893,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:36:38-08:00,2010-03-02T11:36:38-08:00,2010-03-02T11:36:38-08:00
894,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:36:47-08:00,2010-03-02T11:36:47-08:00,2010-03-02T11:36:47-08:00
895,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:36:58-08:00,2010-03-02T11:36:58-08:00,2010-03-02T11:36:58-08:00
896,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:37:07-08:00,2010-03-02T11:37:07-08:00,2010-03-02T11:37:07-08:00
897,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:38:18-08:00,2010-03-02T11:38:18-08:00,2010-03-02T11:38:18-08:00
898,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:45:19-08:00,2010-03-02T11:45:19-08:00,2010-03-02T11:45:19-08:00
899,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:45:29-08:00,2010-03-02T11:45:29-08:00,2010-03-02T11:45:29-08:00
900,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:45:42-08:00,2010-03-02T11:45:42-08:00,2010-03-02T11:45:42-08:00
901,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:45:53-08:00,2010-03-02T11:45:53-08:00,2010-03-02T11:45:53-08:00
902,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:46:03-08:00,2010-03-02T11:46:03-08:00,2010-03-02T11:46:03-08:00
903,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:46:13-08:00,2010-03-02T11:46:13-08:00,2010-03-02T11:46:13-08:00
904,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:46:26-08:00,2010-03-02T11:46:26-08:00,2010-03-02T11:46:26-08:00
905,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:46:36-08:00,2010-03-02T11:46:36-08:00,2010-03-02T11:46:36-08:00
906,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:46:48-08:00,2010-03-02T11:46:48-08:00,2010-03-02T11:46:48-08:00
907,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:46:59-08:00,2010-03-02T11:46:59-08:00,2010-03-02T11:46:59-08:00
908,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:47:08-08:00,2010-03-02T11:47:08-08:00,2010-03-02T11:47:08-08:00
909,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:47:24-08:00,2010-03-02T11:47:24-08:00,2010-03-02T11:47:24-08:00
910,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:47:38-08:00,2010-03-02T11:47:38-08:00,2010-03-02T11:47:38-08:00
911,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:47:53-08:00,2010-03-02T11:47:53-08:00,2010-03-02T11:47:53-08:00
912,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:48:03-08:00,2010-03-02T11:48:03-08:00,2010-03-02T11:48:03-08:00
913,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:48:13-08:00,2010-03-02T11:48:13-08:00,2010-03-02T11:48:13-08:00
914,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:48:25-08:00,2010-03-02T11:48:25-08:00,2010-03-02T11:48:25-08:00
915,pending_approval,Jim (IT Director) Tran,Jim (IT Director) Tran,2010-03-02T11:48:37-08:00,2010-03-02T11:48:37-08:00,2010-03-02T11:48:37-08:00
915,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-03T14:31:28-08:00,2010-03-03T14:31:28-08:00,2010-03-02T11:48:37-08:00
914,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-03T14:31:40-08:00,2010-03-03T14:31:40-08:00,2010-03-02T11:48:25-08:00
913,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-03T14:33:17-08:00,2010-03-03T14:33:17-08:00,2010-03-02T11:48:13-08:00
912,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-03T14:33:28-08:00,2010-03-03T14:33:28-08:00,2010-03-02T11:48:03-08:00
910,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-03T14:33:40-08:00,2010-03-03T14:33:40-08:00,2010-03-02T11:47:38-08:00
911,ordered,Kenny (IT VP) Watkins,Kenny (IT VP) Watkins,2010-03-03T14:33:51-08:00,2010-03-03T14:33:51-08:00,2010-03-02T11:47:53-08:00
